user_id,session_id,device_type,click_events,scroll_events,touch_events,keyboard_events,device_motion,time_on_page,screen_size,browser_info,language,timezone_offset,device_orientation,geolocation_city,transaction_amount,transaction_date,mouse_movement
user_713,session_8564,Tablet,4,5,1,14,0.09,129,768x1024,Firefox,en-IN,-330,portrait,Hyderabad,4391.23,2025-06-07 23:49:08,35
user_542,session_6510,Desktop,11,3,0,13,0.0,163,1366x768,Safari,en-US,-330,landscape,Delhi,2303.01,2025-01-23 14:53:57,296
user_266,session_3196,Mobile,0,8,11,15,0.51,140,390x844,Firefox,en-US,-330,landscape,Pune,6287.92,2025-04-23 23:40:57,35
user_293,session_3522,Tablet,9,3,3,12,1.0,73,810x1080,Firefox,en-US,-330,portrait,Ahmedabad,2148.94,2025-02-17 14:33:01,58
user_753,session_9047,Tablet,7,1,2,17,0.44,90,768x1024,Edge,en-IN,-330,portrait,Kolkata,8198.66,2025-05-26 17:52:07,52
user_347,session_4172,Desktop,5,0,0,11,0.0,128,1366x768,Firefox,hi-IN,-330,landscape,Chennai,1863.92,2025-06-26 11:01:18,302
user_218,session_2620,Desktop,10,7,0,13,0.0,151,1366x768,Safari,en-US,-330,landscape,Pune,5576.94,2025-06-21 18:08:25,409
user_529,session_6350,Desktop,3,4,0,22,0.0,186,1366x768,Edge,en-IN,-330,landscape,Delhi,480.51,2025-02-01 17:10:36,268
user_179,session_2155,Desktop,3,8,0,11,0.0,60,1366x768,Chrome,en-IN,-330,landscape,Pune,689.92,2025-05-18 07:06:52,139
user_19,session_230,Desktop,8,3,0,16,0.0,87,1366x768,Firefox,en-IN,-330,landscape,Ahmedabad,4139.86,2025-03-28 13:56:17,542
user_638,session_7667,Desktop,5,5,0,20,0.0,139,1366x768,Edge,en-IN,-330,landscape,Pune,2354.73,2025-02-16 14:18:43,387
user_475,session_5710,Desktop,6,2,0,9,0.0,142,1920x1080,Firefox,en-IN,-330,landscape,Mumbai,4840.33,2025-04-30 18:34:19,167
user_319,session_3833,Desktop,4,15,0,1,0.0,206,1440x900,Edge,en-IN,-330,landscape,Hyderabad,5316.93,2025-03-28 17:22:48,0
user_666,session_7997,Desktop,3,9,0,9,0.0,206,1440x900,Edge,en-IN,-330,landscape,Chennai,11376.39,2025-02-20 09:20:40,229
user_363,session_4358,Desktop,12,16,0,10,0.0,95,1440x900,Chrome,en-IN,-330,landscape,Kolkata,4030.69,2025-03-19 20:27:04,555
user_484,session_5818,Desktop,2,4,0,15,0.0,146,1920x1080,Chrome,en-IN,-330,landscape,Bengaluru,2258.75,2025-05-25 10:02:35,278
user_769,session_9236,Desktop,9,12,0,11,0.0,116,1440x900,Chrome,en-IN,-330,landscape,Hyderabad,4848.64,2025-03-05 17:08:25,411
user_497,session_5969,Tablet,5,7,2,21,0.11,169,810x1080,Chrome,en-IN,-330,portrait,Pune,5034.44,2025-04-06 16:04:46,4
user_389,session_4680,Desktop,7,5,0,8,0.0,126,1440x900,Firefox,en-IN,-330,landscape,Chennai,1029.2,2025-04-28 17:38:13,370
user_580,session_6971,Mobile,4,3,4,10,0.1,140,414x896,Chrome,en-IN,-330,landscape,Bengaluru,6252.05,2025-03-15 21:05:53,47
user_318,session_3821,Desktop,6,3,0,22,0.0,212,1920x1080,Safari,en-IN,-330,landscape,Bengaluru,4447.07,2025-04-16 09:00:59,275
user_625,session_7507,Desktop,1,11,0,5,0.0,195,1920x1080,Chrome,en-IN,-330,landscape,Pune,4663.71,2025-03-03 09:01:01,532
user_256,session_3080,Mobile,8,14,2,23,0.09,21,414x896,Safari,en-IN,-330,portrait,Ahmedabad,5650.03,2025-06-15 06:24:43,37
user_276,session_3324,Desktop,2,5,0,14,0.0,110,1920x1080,Firefox,en-IN,-330,landscape,Ahmedabad,8833.11,2025-02-07 15:28:46,285
user_630,session_7570,Desktop,3,9,0,16,0.0,110,1920x1080,Chrome,en-US,-330,landscape,Kolkata,1411.43,2025-02-02 21:54:12,501
user_637,session_7649,Tablet,5,7,5,11,0.51,52,768x1024,Safari,hi-IN,-330,portrait,Kolkata,6393.27,2025-06-10 12:42:10,19
user_312,session_3748,Desktop,9,8,0,14,0.0,97,1920x1080,Safari,en-IN,-330,landscape,Mumbai,5109.91,2025-01-19 11:17:17,391
user_491,session_5893,Desktop,6,12,0,5,0.0,217,1920x1080,Edge,en-IN,-330,landscape,Chennai,1417.06,2025-02-06 19:19:32,456
user_492,session_5914,Desktop,6,9,0,13,0.0,137,1920x1080,Firefox,en-IN,-330,landscape,Hyderabad,4659.65,2025-02-24 22:33:26,393
user_242,session_2912,Desktop,4,7,0,8,0.0,65,1366x768,Edge,en-IN,-330,landscape,Ahmedabad,3976.37,2025-03-16 11:14:17,358
user_402,session_4835,Desktop,7,8,0,19,0.0,167,1440x900,Safari,en-IN,-330,landscape,Ahmedabad,9915.88,2025-05-06 17:35:04,483
user_438,session_5259,Desktop,1,4,0,8,0.0,182,1920x1080,Edge,en-IN,-330,landscape,Hyderabad,3957.8,2025-03-09 18:45:59,140
user_290,session_3492,Desktop,10,2,0,17,0.0,151,1920x1080,Edge,en-IN,-330,landscape,Kolkata,4177.29,2025-05-04 14:32:30,219
user_210,session_2524,Tablet,8,13,9,11,1.29,190,768x1024,Firefox,en-IN,-330,portrait,Chennai,6085.71,2025-06-27 11:52:28,69
user_789,session_9474,Desktop,9,15,0,14,0.0,216,1366x768,Safari,en-US,-330,landscape,Ahmedabad,8362.85,2025-04-27 07:59:22,515
user_350,session_4212,Tablet,6,9,11,8,0.81,234,768x1024,Chrome,en-IN,-330,landscape,Delhi,1799.0,2025-03-11 13:51:25,26
user_83,session_998,Desktop,11,5,0,17,0.0,116,1920x1080,Firefox,en-IN,-330,landscape,Bengaluru,5080.35,2025-03-28 18:33:41,167
user_503,session_6044,Desktop,5,6,0,20,0.0,155,1366x768,Chrome,en-IN,-330,landscape,Kolkata,3417.61,2025-05-20 09:04:42,267
user_302,session_3630,Mobile,2,5,9,14,0.7,203,414x896,Safari,en-IN,-330,landscape,Chennai,6444.84,2025-01-18 16:12:38,61
user_664,session_7976,Tablet,4,9,10,17,0.74,53,810x1080,Edge,en-IN,-330,landscape,Hyderabad,5912.95,2025-01-20 15:19:46,51
user_641,session_7698,Desktop,5,3,0,10,0.0,83,1920x1080,Edge,en-IN,-330,landscape,Pune,1544.99,2025-04-17 03:16:02,141
user_14,session_170,Desktop,4,8,0,14,0.0,53,1366x768,Firefox,en-IN,-330,landscape,Hyderabad,1778.41,2025-04-16 16:56:36,204
user_329,session_3952,Desktop,1,7,0,2,0.0,151,1366x768,Safari,en-IN,-330,landscape,Bengaluru,501.73,2025-06-13 10:56:50,225
user_288,session_3457,Desktop,6,11,0,26,0.0,92,1440x900,Firefox,en-IN,-330,landscape,Ahmedabad,6360.0,2025-05-24 08:04:57,592
user_147,session_1767,Mobile,11,12,2,13,1.4,50,390x844,Safari,en-US,-330,portrait,Ahmedabad,2465.71,2025-03-30 13:40:42,46
user_394,session_4740,Mobile,6,0,8,11,1.24,197,414x896,Chrome,en-IN,-330,portrait,Delhi,6636.83,2025-04-01 19:31:33,28
user_139,session_1679,Desktop,2,5,0,18,0.0,151,1920x1080,Firefox,en-IN,-330,landscape,Mumbai,9593.7,2025-03-27 18:22:39,387
user_799,session_9597,Desktop,4,3,0,15,0.0,187,1440x900,Edge,en-IN,-330,landscape,Ahmedabad,166.97,2025-01-11 12:17:24,145
user_672,session_8070,Mobile,4,6,2,8,1.01,310,390x844,Firefox,en-IN,-330,landscape,Bengaluru,3329.6,2025-01-25 08:04:04,35
user_741,session_8901,Desktop,3,12,0,16,0.0,68,1366x768,Edge,en-IN,-330,landscape,Delhi,3659.96,2025-02-15 16:04:55,446
user_596,session_7164,Tablet,0,6,1,19,0.43,130,810x1080,Safari,en-IN,-330,landscape,Bengaluru,2568.41,2025-03-15 07:38:47,27
user_724,session_8694,Desktop,0,1,0,25,0.0,210,1366x768,Edge,en-IN,-330,landscape,Mumbai,2852.44,2025-06-25 15:48:03,358
user_581,session_6973,Desktop,0,6,0,6,0.0,38,1440x900,Edge,en-US,-330,landscape,Pune,5354.32,2025-05-14 14:55:10,143
user_538,session_6458,Mobile,5,1,7,16,0.64,48,360x640,Firefox,en-US,-330,landscape,Chennai,1885.29,2025-06-20 20:17:50,38
user_660,session_7924,Mobile,5,4,0,5,0.61,193,414x896,Edge,en-IN,-330,landscape,Ahmedabad,6222.93,2025-02-22 17:32:27,14
user_411,session_4940,Mobile,3,4,4,17,0.61,63,414x896,Safari,en-US,-330,landscape,Bengaluru,3122.97,2025-01-30 07:56:34,57
user_156,session_1878,Mobile,2,7,3,5,0.67,251,390x844,Firefox,en-IN,-330,landscape,Hyderabad,8552.44,2025-01-21 17:23:15,56
user_638,session_7660,Desktop,5,8,0,19,0.0,87,1366x768,Edge,en-IN,-330,landscape,Pune,8194.73,2025-01-28 15:07:50,313
user_622,session_7471,Desktop,8,7,0,13,0.0,156,1440x900,Edge,en-IN,-330,landscape,Bengaluru,2199.01,2025-06-05 17:42:40,264
user_30,session_372,Tablet,7,4,9,20,0.21,186,810x1080,Safari,hi-IN,-330,landscape,Hyderabad,5220.0,2025-04-19 12:12:57,72
user_511,session_6143,Mobile,5,5,4,16,0.18,137,360x640,Edge,hi-IN,-330,landscape,Kolkata,2995.37,2025-04-14 10:11:10,24
user_539,session_6473,Mobile,9,5,6,7,0.55,58,414x896,Firefox,en-IN,-330,landscape,Ahmedabad,2146.29,2025-03-06 11:00:22,45
user_336,session_4037,Tablet,2,1,1,4,0.65,124,768x1024,Chrome,hi-IN,-330,portrait,Kolkata,599.49,2025-05-24 08:13:25,13
user_651,session_7820,Mobile,4,3,1,0,0.68,55,360x640,Safari,en-IN,-330,portrait,Kolkata,2046.68,2025-01-19 18:31:23,60
user_518,session_6227,Desktop,3,0,0,16,0.0,42,1920x1080,Edge,en-US,-330,landscape,Delhi,2076.62,2025-03-15 19:24:12,195
user_102,session_1230,Mobile,8,7,6,18,0.09,84,414x896,Firefox,en-IN,-330,portrait,Delhi,4527.15,2025-05-19 10:51:26,46
user_671,session_8053,Desktop,12,3,0,17,0.0,199,1920x1080,Safari,en-IN,-330,landscape,Chennai,2552.49,2025-02-21 08:38:58,141
user_381,session_4583,Desktop,6,11,0,4,0.0,49,1440x900,Firefox,en-IN,-330,landscape,Pune,6491.76,2025-03-09 21:07:18,219
user_82,session_988,Mobile,6,1,6,17,0.45,60,360x640,Chrome,en-IN,-330,landscape,Mumbai,8201.27,2025-01-20 18:25:30,49
user_177,session_2134,Mobile,6,6,5,16,0.82,92,360x640,Safari,en-US,-330,landscape,Ahmedabad,2785.81,2025-05-08 04:39:39,57
user_569,session_6831,Tablet,4,11,8,15,0.1,215,768x1024,Chrome,en-IN,-330,landscape,Mumbai,8421.93,2025-03-26 11:13:12,44
user_637,session_7653,Tablet,8,5,2,5,0.34,40,768x1024,Safari,hi-IN,-330,portrait,Kolkata,9159.74,2025-02-21 15:49:48,65
user_330,session_3962,Tablet,4,5,8,14,0.31,93,810x1080,Edge,en-US,-330,landscape,Bengaluru,4473.66,2025-05-05 22:08:34,82
user_535,session_6430,Desktop,5,14,0,10,0.0,160,1440x900,Chrome,en-IN,-330,landscape,Pune,3346.04,2025-06-01 14:44:15,477
user_535,session_6426,Desktop,5,10,0,16,0.0,175,1440x900,Chrome,en-IN,-330,landscape,Pune,3284.58,2025-04-06 16:23:32,617
user_46,session_555,Tablet,7,11,3,30,0.21,45,768x1024,Firefox,hi-IN,-330,portrait,Chennai,4914.82,2025-05-13 18:01:49,58
user_676,session_8117,Desktop,10,9,0,15,0.0,325,1440x900,Firefox,en-US,-330,landscape,Hyderabad,6558.86,2025-02-20 12:06:09,129
user_335,session_4029,Desktop,5,5,0,16,0.0,66,1366x768,Safari,en-US,-330,landscape,Mumbai,5987.36,2025-06-13 13:15:20,360
user_107,session_1289,Mobile,4,4,3,14,0.26,194,414x896,Firefox,hi-IN,-330,landscape,Hyderabad,3060.16,2025-03-19 17:11:47,34
user_377,session_4527,Desktop,7,6,0,18,0.0,127,1920x1080,Safari,hi-IN,-330,landscape,Mumbai,1283.65,2025-05-18 12:37:41,269
user_163,session_1964,Mobile,7,9,6,4,0.87,163,390x844,Edge,en-IN,-330,landscape,Mumbai,5169.66,2025-04-02 20:48:52,26
user_674,session_8089,Mobile,4,0,3,20,0.51,108,414x896,Edge,en-IN,-330,portrait,Kolkata,4315.19,2025-06-02 19:07:21,45
user_584,session_7012,Mobile,5,4,8,12,0.42,113,414x896,Edge,en-IN,-330,portrait,Bengaluru,498.19,2025-01-03 15:23:57,15
user_144,session_1729,Mobile,7,0,4,9,0.46,103,390x844,Edge,en-US,-330,portrait,Hyderabad,1703.35,2025-04-23 13:20:17,57
user_253,session_3045,Desktop,4,2,0,17,0.0,116,1920x1080,Firefox,en-IN,-330,landscape,Pune,1831.84,2025-01-21 11:42:51,464
user_175,session_2111,Desktop,2,11,0,2,0.0,280,1366x768,Firefox,en-IN,-330,landscape,Hyderabad,1992.66,2025-04-30 12:40:53,507
user_239,session_2873,Desktop,3,5,0,16,0.0,112,1440x900,Firefox,hi-IN,-330,landscape,Kolkata,1970.92,2025-05-02 09:59:19,156
user_33,session_401,Mobile,10,11,9,21,0.84,160,360x640,Safari,en-IN,-330,portrait,Mumbai,6612.26,2025-03-19 09:50:12,44
user_182,session_2188,Mobile,14,0,3,15,1.34,134,390x844,Edge,en-IN,-330,portrait,Hyderabad,379.36,2025-05-21 18:14:33,31
user_265,session_3192,Tablet,7,11,8,17,0.99,110,768x1024,Firefox,en-US,-330,portrait,Bengaluru,1461.82,2025-04-18 23:32:06,37
user_517,session_6216,Mobile,0,0,10,11,0.68,124,390x844,Chrome,en-IN,-330,portrait,Delhi,2337.76,2025-03-01 08:59:22,44
user_253,session_3037,Desktop,6,9,0,11,0.0,30,1920x1080,Firefox,en-IN,-330,landscape,Pune,4355.18,2025-03-15 08:26:54,580
user_109,session_1316,Tablet,4,0,2,18,0.24,127,810x1080,Firefox,en-IN,-330,portrait,Delhi,9620.26,2025-05-22 09:39:03,23
user_151,session_1822,Desktop,6,5,0,14,0.0,78,1366x768,Chrome,hi-IN,-330,landscape,Bengaluru,1241.69,2025-02-11 07:12:44,245
user_337,session_4055,Mobile,6,0,1,8,0.24,138,414x896,Edge,en-US,-330,portrait,Mumbai,603.41,2025-03-29 09:18:20,30
user_497,session_5975,Tablet,4,2,3,16,0.3,169,810x1080,Chrome,en-IN,-330,portrait,Pune,8353.69,2025-03-02 18:01:05,2
user_752,session_9032,Desktop,5,2,0,7,0.0,188,1440x900,Safari,en-IN,-330,landscape,Ahmedabad,938.15,2025-02-21 14:38:01,473
user_470,session_5647,Desktop,5,3,0,12,0.0,306,1920x1080,Chrome,en-IN,-330,landscape,Ahmedabad,1453.92,2025-04-15 11:11:05,332
user_507,session_6094,Mobile,8,6,5,15,0.61,236,360x640,Chrome,en-IN,-330,portrait,Bengaluru,520.19,2025-01-12 17:46:33,20
user_531,session_6376,Mobile,1,11,8,3,0.78,248,414x896,Edge,en-IN,-330,landscape,Mumbai,4867.05,2025-01-08 23:46:53,27
user_633,session_7605,Tablet,7,5,7,27,1.09,157,768x1024,Edge,en-US,-330,portrait,Pune,3372.24,2025-02-16 17:56:58,33
user_354,session_4253,Desktop,2,2,0,13,0.0,166,1440x900,Edge,en-IN,-330,landscape,Bengaluru,2121.69,2025-05-24 20:02:45,201
user_792,session_9508,Desktop,6,11,0,18,0.0,81,1920x1080,Safari,en-IN,-330,landscape,Kolkata,3775.95,2025-04-05 21:43:18,260
user_240,session_2887,Mobile,5,4,9,12,1.1,141,390x844,Chrome,en-IN,-330,landscape,Hyderabad,5541.09,2025-06-29 09:53:07,61
user_227,session_2735,Desktop,0,8,0,12,0.0,74,1920x1080,Chrome,en-IN,-330,landscape,Hyderabad,499.23,2025-04-28 23:20:47,363
user_344,session_4140,Desktop,9,15,0,13,0.0,132,1366x768,Edge,en-IN,-330,landscape,Chennai,7274.46,2025-02-25 10:54:19,118
user_24,session_295,Mobile,4,9,2,12,0.96,78,390x844,Firefox,hi-IN,-330,landscape,Pune,749.27,2025-01-31 22:22:55,44
user_483,session_5808,Mobile,1,5,8,22,0.92,197,390x844,Safari,en-IN,-330,landscape,Mumbai,6973.1,2025-04-27 15:46:24,73
user_797,session_9569,Desktop,2,5,0,13,0.0,271,1920x1080,Chrome,en-IN,-330,landscape,Kolkata,1354.43,2025-06-09 22:48:44,178
user_698,session_8382,Desktop,9,12,0,21,0.0,141,1366x768,Firefox,en-US,-330,landscape,Delhi,2885.03,2025-02-23 15:56:58,166
user_48,session_588,Desktop,5,10,0,13,0.0,206,1920x1080,Firefox,en-IN,-330,landscape,Bengaluru,285.86,2025-05-26 13:49:14,252
user_661,session_7940,Mobile,7,8,7,30,0.58,143,414x896,Edge,en-IN,-330,portrait,Ahmedabad,1545.92,2025-06-11 21:39:00,75
user_786,session_9434,Desktop,5,6,0,7,0.0,65,1920x1080,Firefox,en-IN,-330,landscape,Mumbai,8693.39,2025-01-01 11:30:24,368
user_217,session_2616,Desktop,11,6,0,11,0.0,222,1440x900,Chrome,hi-IN,-330,landscape,Mumbai,5289.68,2025-03-30 14:34:07,618
user_681,session_8173,Desktop,5,9,0,6,0.0,262,1440x900,Firefox,en-US,-330,landscape,Pune,7710.17,2025-04-25 21:55:55,462
user_556,session_6679,Desktop,6,11,0,5,0.0,59,1440x900,Firefox,en-IN,-330,landscape,Chennai,7274.56,2025-05-04 10:45:16,254
user_283,session_3401,Desktop,7,4,0,4,0.0,103,1440x900,Chrome,en-IN,-330,landscape,Delhi,5794.49,2025-06-11 10:52:44,224
user_276,session_3315,Desktop,0,5,0,2,0.0,155,1920x1080,Firefox,en-IN,-330,landscape,Ahmedabad,4098.98,2025-06-20 15:15:29,242
user_609,session_7318,Desktop,0,11,0,15,0.0,65,1440x900,Edge,en-IN,-330,landscape,Bengaluru,5019.02,2025-01-27 10:33:11,358
user_167,session_2009,Desktop,0,13,0,17,0.0,33,1920x1080,Safari,hi-IN,-330,landscape,Bengaluru,3149.65,2025-04-06 15:21:49,270
user_550,session_6608,Desktop,5,11,0,9,0.0,16,1440x900,Edge,en-IN,-330,landscape,Kolkata,10128.27,2025-03-14 14:13:29,395
user_89,session_1075,Desktop,5,14,0,5,0.0,267,1440x900,Edge,en-IN,-330,landscape,Pune,12823.16,2025-02-19 17:09:07,338
user_548,session_6582,Desktop,4,6,0,15,0.0,84,1920x1080,Firefox,en-IN,-330,landscape,Ahmedabad,8658.97,2025-02-15 13:28:21,78
user_767,session_9205,Tablet,0,7,1,16,0.45,81,768x1024,Chrome,hi-IN,-330,portrait,Chennai,1124.61,2025-01-14 17:33:37,60
user_335,session_4030,Desktop,5,0,0,18,0.0,62,1366x768,Safari,en-US,-330,landscape,Mumbai,2702.94,2025-01-29 15:44:26,83
user_721,session_8655,Desktop,2,5,0,23,0.0,167,1440x900,Safari,en-IN,-330,landscape,Bengaluru,6600.84,2025-05-09 15:09:18,460
user_712,session_8556,Tablet,8,13,8,25,1.0,161,810x1080,Safari,en-US,-330,landscape,Pune,5774.11,2025-05-05 17:56:02,58
user_797,session_9575,Desktop,3,2,0,5,0.0,138,1920x1080,Chrome,en-IN,-330,landscape,Kolkata,1738.81,2025-04-16 16:44:37,316
user_437,session_5251,Desktop,6,13,0,14,0.0,195,1366x768,Firefox,en-US,-330,landscape,Pune,7739.76,2025-03-07 20:03:31,367
user_22,session_269,Desktop,1,4,0,17,0.0,135,1440x900,Edge,en-US,-330,landscape,Ahmedabad,8096.66,2025-02-07 09:37:12,517
user_258,session_3102,Mobile,4,9,6,16,0.77,145,414x896,Edge,en-IN,-330,portrait,Hyderabad,8277.29,2025-04-09 09:15:38,39
user_466,session_5599,Desktop,9,0,0,13,0.0,127,1440x900,Edge,hi-IN,-330,landscape,Mumbai,2736.44,2025-05-07 07:34:29,261
user_254,session_3052,Mobile,13,9,6,14,0.66,164,390x844,Edge,en-IN,-330,landscape,Bengaluru,476.09,2025-02-08 14:35:21,35
user_607,session_7289,Mobile,6,9,10,17,0.84,236,390x844,Edge,en-IN,-330,portrait,Kolkata,1635.6,2025-03-31 19:54:48,49
user_16,session_195,Mobile,6,5,3,17,0.0,217,414x896,Firefox,en-IN,-330,landscape,Hyderabad,1507.82,2025-06-24 19:56:23,84
user_581,session_6982,Desktop,0,13,0,10,0.0,71,1440x900,Edge,en-US,-330,landscape,Pune,4361.45,2025-03-20 19:30:33,115
user_709,session_8517,Desktop,10,7,0,12,0.0,36,1920x1080,Edge,en-IN,-330,landscape,Pune,6070.79,2025-01-18 14:18:05,422
user_777,session_9327,Mobile,10,8,11,20,0.39,108,360x640,Chrome,hi-IN,-330,landscape,Pune,1151.83,2025-06-13 23:25:16,30
user_547,session_6571,Mobile,12,11,5,24,0.0,232,414x896,Edge,en-IN,-330,portrait,Hyderabad,2157.64,2025-01-09 18:49:44,46
user_188,session_2263,Mobile,1,0,1,16,0.5,142,390x844,Edge,en-US,-330,portrait,Hyderabad,9222.79,2025-06-02 23:51:51,38
user_751,session_9022,Desktop,3,13,0,22,0.0,157,1920x1080,Edge,hi-IN,-330,landscape,Bengaluru,10171.82,2025-01-14 08:14:39,294
user_52,session_629,Mobile,1,10,5,8,0.94,247,390x844,Chrome,en-US,-330,portrait,Mumbai,2641.06,2025-03-01 17:19:54,70
user_226,session_2713,Mobile,11,10,8,27,0.71,225,414x896,Safari,en-US,-330,portrait,Ahmedabad,4416.13,2025-04-13 09:31:39,46
user_414,session_4980,Desktop,3,9,0,21,0.0,294,1366x768,Edge,en-US,-330,landscape,Pune,1015.85,2025-03-23 14:55:56,240
user_556,session_6673,Desktop,6,11,0,24,0.0,63,1440x900,Firefox,en-IN,-330,landscape,Chennai,5923.21,2025-03-30 07:54:38,330
user_441,session_5295,Mobile,11,8,7,15,0.01,152,390x844,Safari,en-US,-330,portrait,Mumbai,2882.79,2025-02-19 14:31:22,20
user_439,session_5272,Desktop,1,6,0,23,0.0,99,1366x768,Firefox,en-IN,-330,landscape,Ahmedabad,1792.12,2025-03-08 12:56:27,316
user_59,session_720,Desktop,7,10,0,14,0.0,117,1366x768,Firefox,en-IN,-330,landscape,Chennai,649.87,2025-03-13 18:12:37,299
user_421,session_5063,Mobile,12,7,9,14,0.44,295,390x844,Edge,en-IN,-330,landscape,Kolkata,231.47,2025-01-29 14:45:06,26
user_31,session_381,Mobile,4,14,9,22,0.82,89,390x844,Firefox,en-US,-330,landscape,Kolkata,858.68,2025-03-01 16:19:48,0
user_60,session_729,Desktop,6,6,0,12,0.0,321,1440x900,Firefox,en-IN,-330,landscape,Kolkata,1075.5,2025-04-26 16:03:11,202
user_584,session_7016,Mobile,11,3,2,17,0.29,126,414x896,Edge,en-IN,-330,landscape,Bengaluru,676.66,2025-06-27 19:32:47,36
user_545,session_6543,Desktop,4,7,0,20,0.0,57,1366x768,Chrome,en-IN,-330,landscape,Pune,2312.11,2025-06-06 16:40:39,364
user_136,session_1634,Mobile,3,6,1,18,0.85,289,360x640,Firefox,en-IN,-330,portrait,Chennai,3208.11,2025-03-03 16:37:02,14
user_160,session_1926,Desktop,0,5,0,11,0.0,105,1440x900,Firefox,en-IN,-330,landscape,Chennai,3721.23,2025-05-11 21:25:48,56
user_673,session_8085,Mobile,5,5,7,7,0.58,170,414x896,Chrome,en-IN,-330,portrait,Ahmedabad,3643.92,2025-03-08 07:52:57,29
user_71,session_857,Desktop,1,8,0,12,0.0,161,1440x900,Edge,hi-IN,-330,landscape,Kolkata,6516.76,2025-06-26 12:51:19,86
user_348,session_4177,Desktop,1,5,0,6,0.0,153,1440x900,Edge,en-IN,-330,landscape,Pune,6995.77,2025-06-06 16:27:03,341
user_311,session_3733,Mobile,7,6,0,7,0.31,94,360x640,Firefox,en-US,-330,portrait,Pune,4714.38,2025-01-08 12:33:50,13
user_87,session_1050,Mobile,8,9,6,18,0.66,135,390x844,Edge,en-IN,-330,landscape,Kolkata,4681.96,2025-03-24 08:03:53,74
user_61,session_742,Desktop,8,1,0,22,0.0,108,1920x1080,Firefox,en-IN,-330,landscape,Mumbai,5491.32,2025-01-06 22:32:54,156
user_248,session_2982,Desktop,1,9,0,6,0.0,68,1440x900,Safari,en-US,-330,landscape,Bengaluru,4540.36,2025-06-02 15:48:20,302
user_249,session_3000,Desktop,3,3,0,20,0.0,165,1440x900,Edge,en-IN,-330,landscape,Hyderabad,8979.92,2025-05-18 11:40:15,48
user_583,session_6998,Desktop,6,9,0,15,0.0,274,1920x1080,Safari,en-IN,-330,landscape,Mumbai,2188.19,2025-03-05 20:32:48,405
user_686,session_8234,Mobile,6,7,6,13,0.22,45,390x844,Edge,en-IN,-330,portrait,Delhi,4194.18,2025-04-17 19:32:17,44
user_707,session_8488,Desktop,5,6,0,11,0.0,51,1920x1080,Safari,en-IN,-330,landscape,Mumbai,6284.94,2025-04-16 16:46:04,370
user_85,session_1022,Desktop,8,7,0,10,0.0,78,1920x1080,Edge,en-US,-330,landscape,Ahmedabad,1238.96,2025-06-14 19:25:36,388
user_609,session_7317,Desktop,4,12,0,16,0.0,76,1440x900,Edge,en-IN,-330,landscape,Bengaluru,2831.65,2025-06-10 09:20:44,325
user_756,session_9076,Desktop,9,5,0,11,0.0,200,1366x768,Chrome,en-IN,-330,landscape,Hyderabad,3283.68,2025-05-09 14:43:54,236
user_714,session_8579,Desktop,5,3,0,7,0.0,151,1366x768,Firefox,en-IN,-330,landscape,Delhi,2897.92,2025-06-03 16:43:23,336
user_111,session_1338,Desktop,8,4,0,10,0.0,124,1920x1080,Chrome,en-IN,-330,landscape,Kolkata,335.12,2025-01-27 16:51:22,354
user_773,session_9286,Tablet,9,5,0,6,0.26,290,768x1024,Chrome,en-IN,-330,portrait,Chennai,4468.49,2025-06-09 22:53:15,64
user_583,session_6997,Desktop,5,14,0,17,0.0,192,1920x1080,Safari,en-IN,-330,landscape,Mumbai,3961.6,2025-05-12 16:14:45,263
user_667,session_8015,Desktop,3,0,0,13,0.0,137,1366x768,Edge,en-IN,-330,landscape,Hyderabad,2675.29,2025-05-26 23:06:08,163
user_696,session_8364,Desktop,2,9,0,10,0.0,62,1920x1080,Firefox,en-US,-330,landscape,Delhi,1705.22,2025-06-16 20:20:33,345
user_375,session_4511,Desktop,6,5,0,7,0.0,167,1920x1080,Chrome,en-IN,-330,landscape,Ahmedabad,127.76,2025-06-22 14:58:50,315
user_38,session_467,Mobile,4,11,3,11,0.41,56,360x640,Safari,en-IN,-330,portrait,Bengaluru,2415.38,2025-02-14 19:22:50,74
user_770,session_9251,Desktop,6,6,0,0,0.0,74,1920x1080,Safari,en-IN,-330,landscape,Kolkata,7069.81,2025-01-16 13:32:19,372
user_715,session_8590,Desktop,2,8,0,12,0.0,102,1366x768,Safari,en-IN,-330,landscape,Bengaluru,4865.31,2025-03-21 16:56:06,329
user_337,session_4051,Mobile,8,5,4,15,0.56,147,414x896,Edge,en-US,-330,landscape,Mumbai,1319.55,2025-04-18 09:02:06,28
user_391,session_4700,Desktop,10,7,0,26,0.0,69,1366x768,Safari,en-IN,-330,landscape,Chennai,2700.49,2025-03-09 12:22:06,264
user_725,session_8710,Desktop,2,6,0,19,0.0,43,1366x768,Safari,en-IN,-330,landscape,Hyderabad,1680.27,2025-05-22 16:19:44,433
user_743,session_8921,Desktop,5,5,0,9,0.0,160,1366x768,Edge,en-IN,-330,landscape,Delhi,320.35,2025-06-06 19:39:51,6
user_785,session_9432,Desktop,5,12,0,4,0.0,179,1440x900,Safari,en-IN,-330,landscape,Ahmedabad,1701.89,2025-02-27 17:56:19,342
user_634,session_7616,Desktop,8,13,0,24,0.0,130,1440x900,Edge,en-IN,-330,landscape,Pune,7891.26,2025-02-06 07:50:12,205
